GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AGU001
GIS Join Match Code,Data File Year,State Name,State Code,County Name,County Code,Area name,Total
"G4500870","1860","South Carolina","450","Union","0870","Union",10801
"G4500890","1860","South Carolina","450","Williamsburg","0890","Williamsburg",10259
"G4500910","1860","South Carolina","450","York","0910","York",9984
"G4700010","1860","Tennessee","470","Anderson","0010","Anderson",583
"G4700030","1860","Tennessee","470","Bedford","0030","Bedford",6744
"G4700050","1860","Tennessee","470","Benton","0050","Benton",534
"G4700070","1860","Tennessee","470","Bledsoe","0070","Bledsoe",689
"G4700090","1860","Tennessee","470","Blount","0090","Blount",1363
"G4700110","1860","Tennessee","470","Bradley","0110","Bradley",1173
"G4700130","1860","Tennessee","470","Campbell","0130","Campbell",366
"G4700150","1860","Tennessee","470","Cannon","0150","Cannon",974
"G4700170","1860","Tennessee","470","Carroll","0170","Carroll",4064
"G4700190","1860","Tennessee","470","Carter","0190","Carter",374
"G4700210","1860","Tennessee","470","Cheatham","0210","Cheatham",1882
"G4700250","1860","Tennessee","470","Claiborne","0250","Claiborne",743
"G4700290","1860","Tennessee","470","Cocke","0290","Cocke",849
"G4700310","1860","Tennessee","470","Coffee","0310","Coffee",1529
"G4700350","1860","Tennessee","470","Cumberland","0350","Cumberland",121
"G4700370","1860","Tennessee","470","Davidson","0370","Davidson",14790
"G4700390","1860","Tennessee","470","Decatur","0390","Decatur",784
"G4700410","1860","Tennessee","470","DeKalb","0410","De Kalb",1025
"G4700430","1860","Tennessee","470","Dickson","0430","Dickson",2201
"G4700450","1860","Tennessee","470","Dyer","0450","Dyer",2641
"G4700470","1860","Tennessee","470","Fayette","0470","Fayette",15473
"G4700490","1860","Tennessee","470","Fentress","0490","Fentress",187
"G4700510","1860","Tennessee","470","Franklin","0510","Franklin",3551
"G4700530","1860","Tennessee","470","Gibson","0530","Gibson",6141
"G4700550","1860","Tennessee","470","Giles","0550","Giles",10848
"G4700570","1860","Tennessee","470","Grainger","0570","Grainger",1065
"G4700590","1860","Tennessee","470","Greene","0590","Greene",1297
"G4700610","1860","Tennessee","470","Grundy","0610","Grundy",266
"G4700650","1860","Tennessee","470","Hamilton","0650","Hamilton",1419
"G4700670","1860","Tennessee","470","Hancock","0670","Hancock",246
"G4700690","1860","Tennessee","470","Hardeman","0690","Hardeman",7236
"G4700710","1860","Tennessee","470","Hardin","0710","Hardin",1623
"G4700730","1860","Tennessee","470","Hawkins","0730","Hawkins",1925
"G4700750","1860","Tennessee","470","Haywood","0750","Haywood",11026
"G4700770","1860","Tennessee","470","Henderson","0770","Henderson",3283
"G4700790","1860","Tennessee","470","Henry","0790","Henry",5530
"G4700810","1860","Tennessee","470","Hickman","0810","Hickman",1753
"G4700850","1860","Tennessee","470","Humphreys","0850","Humphreys",1463
"G4700870","1860","Tennessee","470","Jackson","0870","Jackson",1212
"G4700890","1860","Tennessee","470","Jefferson","0890","Jefferson",2096
"G4700910","1860","Tennessee","470","Johnson","0910","Johnson",233
"G4700930","1860","Tennessee","470","Knox","0930","Knox",2370
"G4700970","1860","Tennessee","470","Lauderdale","0970","Lauderdale",2854
"G4700990","1860","Tennessee","470","Lawrence","0990","Lawrence",1160
"G4701010","1860","Tennessee","470","Lewis","1010","Lewis",247
"G4701030","1860","Tennessee","470","Lincoln","1030","Lincoln",6847
"G4701070","1860","Tennessee","470","McMinn","1070","Mcminn",1909
"G4701090","1860","Tennessee","470","McNairy","1090","Mcnairy",1900
"G4701110","1860","Tennessee","470","Macon","1110","Macon",929
"G4701130","1860","Tennessee","470","Madison","1130","Madison",10012
"G4701150","1860","Tennessee","470","Marion","1150","Marion",678
"G4701170","1860","Tennessee","470","Marshall","1170","Marshall",4480
"G4701190","1860","Tennessee","470","Maury","1190","Maury",14654
"G4701210","1860","Tennessee","470","Meigs","1210","Meigs",638
"G4701230","1860","Tennessee","470","Monroe","1230","Monroe",1600
"G4701250","1860","Tennessee","470","Montgomery","1250","Montgomery",9554
"G4701290","1860","Tennessee","470","Morgan","1290","Morgan",120
"G4701310","1860","Tennessee","470","Obion","1310","Obion",2399
"G4701330","1860","Tennessee","470","Overton","1330","Overton",1087
"G4701350","1860","Tennessee","470","Perry","1350","Perry",548
"G4701390","1860","Tennessee","470","Polk","1390","Polk",434
"G4701410","1860","Tennessee","470","Putnam","1410","Putnam",682
"G4701430","1860","Tennessee","470","Rhea","1430","Rhea",615
"G4701450","1860","Tennessee","470","Roane","1450","Roane",1748
"G4701470","1860","Tennessee","470","Robertson","1470","Robertson",4861
"G4701490","1860","Tennessee","470","Rutherford","1490","Rutherford",12984
"G4701510","1860","Tennessee","470","Scott","1510","Scott",59
"G4701530","1860","Tennessee","470","Sequatchie","1530","Sequatchie",201
"G4701550","1860","Tennessee","470","Sevier","1550","Sevier",538
"G4701570","1860","Tennessee","470","Shelby","1570","Shelby",16953
"G4701590","1860","Tennessee","470","Smith","1590","Smith",4228
"G4701610","1860","Tennessee","470","Stewart","1610","Stewart",2415
"G4701630","1860","Tennessee","470","Sullivan","1630","Sullivan",1074
"G4701650","1860","Tennessee","470","Sumner","1650","Sumner",7700
"G4701670","1860","Tennessee","470","Tipton","1670","Tipton",5288
"G4701730","1860","Tennessee","470","Union","1730","Union",182
"G4701750","1860","Tennessee","470","Van Buren","1750","Van Buren",239
"G4701770","1860","Tennessee","470","Warren","1770","Warren",2320
"G4701790","1860","Tennessee","470","Washington","1790","Washington",952
"G4701810","1860","Tennessee","470","Wayne","1810","Wayne",1269
"G4701830","1860","Tennessee","470","Weakley","1830","Weakley",4213
"G4701850","1860","Tennessee","470","White","1850","White",1145
"G4701870","1860","Tennessee","470","Williamson","1870","Williamson",12367
"G4701890","1860","Tennessee","470","Wilson","1890","Wilson",7964
"G4800010","1860","Texas","480","Anderson","0010","Anderson",3668
"G4800050","1860","Texas","480","Angelina","0050","Angelina",686
"G4800130","1860","Texas","480","Atascosa","0130","Atascosa",107
"G4800150","1860","Texas","480","Austin","0150","Austin",3914
"G4800190","1860","Texas","480","Bandera","0190","Bandera",12
"G4800210","1860","Texas","480","Bastrop","0210","Bastrop",2591
"G4800230","1860","Texas","480","Baylor","0230","Baylor",
"G4800250","1860","Texas","480","Bee","0250","Bee",79
"G4800270","1860","Texas","480","Bell","0270","Bell",1005
"G4800290","1860","Texas","480","Bexar","0290","Bexar",1395
"G4800310","1860","Texas","480","Blanco","0310","Blanco",98
"G4800350","1860","Texas","480","Bosque","0350","Bosque",293
"G4800370","1860","Texas","480","Bowie","0370","Bowie",2651
"G4800390","1860","Texas","480","Brazoria","0390","Brazoria",5110
"G4800410","1860","Texas","480","Brazos","0410","Brazos",1063
"G4800490","1860","Texas","480","Brown","0490","Brown",0
"G4800493","1860","Texas","480","Buchanan","0493","Buchanan",32
"G4800510","1860","Texas","480","Burleson","0510","Burleson",2003
"G4800530","1860","Texas","480","Burnet","0530","Burnet",235
"G4800550","1860","Texas","480","Caldwell","0550","Caldwell",1610
"G4800570","1860","Texas","480","Calhoun","0570","Calhoun",414
"G4800610","1860","Texas","480","Cameron","0610","Cameron",7
"G4800655","1860","Texas","480","Cass (old)","0655","Cass (old)",3475
"G4800710","1860","Texas","480","Chambers","0710","Chambers",513
"G4800730","1860","Texas","480","Cherokee","0730","Cherokee",3246
"G4800770","1860","Texas","480","Clay","0770","Clay",0
"G4800830","1860","Texas","480","Coleman","0830","Coleman",
"G4800850","1860","Texas","480","Collin","0850","Collin",1047
"G4800890","1860","Texas","480","Colorado","0890","Colorado",3559
"G4800910","1860","Texas","480","Comal","0910","Comal",193
"G4800930","1860","Texas","480","Comanche","0930","Comanche",61
"G4800950","1860","Texas","480","Concho","0950","Concho",
"G4800970","1860","Texas","480","Cooke","0970","Cooke",369
"G4800990","1860","Texas","480","Coryell","0990","Coryell",306
"G4801130","1860","Texas","480","Dallas","1130","Dallas",1074
"G4801155","1860","Texas","480","Dawson","1155","Dawson",0
"G4801210","1860","Texas","480","Denton","1210","Denton",251
"G4801230","1860","Texas","480","DeWitt","1230","De Witt",1643
"G4801270","1860","Texas","480","Dimmit","1270","Dimmit",
"G4801310","1860","Texas","480","Duval","1310","Duval",
"G4801330","1860","Texas","480","Eastland","1330","Eastland",0
"G4801370","1860","Texas","480","Edwards","1370","Edwards",
"G4801390","1860","Texas","480","Ellis","1390","Ellis",1104
"G4801410","1860","Texas","480","El Paso","1410","El Paso",15
"G4801415","1860","Texas","480","Encinal","1415","Encinal",0
"G4801430","1860","Texas","480","Erath","1430","Erath",118
"G4801450","1860","Texas","480","Falls","1450","Falls",1716
"G4801470","1860","Texas","480","Fannin","1470","Fannin",1721
"G4801490","1860","Texas","480","Fayette","1490","Fayette",3786
"G4801570","1860","Texas","480","Fort Bend","1570","Fort Bend",4127
"G4801610","1860","Texas","480","Freestone","1610","Freestone",3613
"G4801630","1860","Texas","480","Frio","1630","Frio",2
"G4801670","1860","Texas","480","Galveston","1670","Galveston",1520
"G4801710","1860","Texas","480","Gillespie","1710","Gillespie",33
"G4801750","1860","Texas","480","Goliad","1750","Goliad",843
"G4801770","1860","Texas","480","Gonzales","1770","Gonzales",3168
"G4801810","1860","Texas","480","Grayson","1810","Grayson",1292
"G4801850","1860","Texas","480","Grimes","1850","Grimes",5468
"G4801870","1860","Texas","480","Guadalupe","1870","Guadalupe",1748
"G4801930","1860","Texas","480","Hamilton","1930","Hamilton",26
"G4801970","1860","Texas","480","Hardeman","1970","Hardeman",
"G4801990","1860","Texas","480","Hardin","1990","Hardin",191
"G4802010","1860","Texas","480","Harris","2010","Harris",2053
"G4802030","1860","Texas","480","Harrison","2030","Harrison",8784
"G4802070","1860","Texas","480","Haskell","2070","Haskell",
"G4802090","1860","Texas","480","Hays","2090","Hays",797
"G4802130","1860","Texas","480","Henderson","2130","Henderson",1116
"G4802150","1860","Texas","480","Hidalgo","2150","Hidalgo",1
"G4802170","1860","Texas","480","Hill","2170","Hill",650
"G4802230","1860","Texas","480","Hopkins","2230","Hopkins",990
"G4802250","1860","Texas","480","Houston","2250","Houston",2819
"G4802310","1860","Texas","480","Hunt","2310","Hunt",577
"G4802370","1860","Texas","480","Jack","2370","Jack",50
"G4802390","1860","Texas","480","Jackson","2390","Jackson",1194
"G4802410","1860","Texas","480","Jasper","2410","Jasper",1611
"G4802450","1860","Texas","480","Jefferson","2450","Jefferson",309
"G4802510","1860","Texas","480","Johnson","2510","Johnson",513
"G4802530","1860","Texas","480","Jones","2530","Jones",
"G4802550","1860","Texas","480","Karnes","2550","Karnes",327
"G4802570","1860","Texas","480","Kaufman","2570","Kaufman",533
"G4802650","1860","Texas","480","Kerr","2650","Kerr",49
"G4802670","1860","Texas","480","Kimble","2670","Kimble",
"G4802710","1860","Texas","480","Kinney","2710","Kinney",0
"G4802750","1860","Texas","480","Knox","2750","Knox",
"G4802770","1860","Texas","480","Lamar","2770","Lamar",2833
"G4802810","1860","Texas","480","Lampasas","2810","Lampasas",153
"G4802830","1860","Texas","480","La Salle","2830","La Salle",
"G4802850","1860","Texas","480","Lavaca","2850","Lavaca",1707
"G4802890","1860","Texas","480","Leon","2890","Leon",2620
"G4802910","1860","Texas","480","Liberty","2910","Liberty",1079
"G4802930","1860","Texas","480","Limestone","2930","Limestone",1072
"G4802970","1860","Texas","480","Live Oak","2970","Live Oak",85
"G4802990","1860","Texas","480","Llano","2990","Llano",54
"G4803070","1860","Texas","480","McCulloch","3070","Mcculloch",
"G4803090","1860","Texas","480","McLennan","3090","Mclennan",2395
"G4803110","1860","Texas","480","McMullen","3110","Mcmullen",
"G4803130","1860","Texas","480","Madison","3130","Madison",675
"G4803150","1860","Texas","480","Marion","3150","Marion",2017
"G4803190","1860","Texas","480","Mason","3190","Mason",18
"G4803210","1860","Texas","480","Matagorda","3210","Matagorda",2107
"G4803230","1860","Texas","480","Maverick","3230","Maverick",1
"G4803250","1860","Texas","480","Medina","3250","Medina",106
"G4803275","1860","Texas","480","Menora","3275","Menora",
"G4803310","1860","Texas","480","Milam","3310","Milam",1542
"G4803370","1860","Texas","480","Montague","3370","Montague",35
"G4803390","1860","Texas","480","Montgomery","3390","Montgomery",2811
"G4803470","1860","Texas","480","Nacogdoches","3470","Nacogdoches",2359
"G4803490","1860","Texas","480","Navarro","3490","Navarro",1890
"G4803510","1860","Texas","480","Newton","3510","Newton",1013
"G4803550","1860","Texas","480","Nueces","3550","Nueces",216
"G4803610","1860","Texas","480","Orange","3610","Orange",392
"G4803630","1860","Texas","480","Palo Pinto","3630","Palo Pinto",130
"G4803650","1860","Texas","480","Panola","3650","Panola",3058
"G4803670","1860","Texas","480","Parker","3670","Parker",222
"G4803730","1860","Texas","480","Polk","3730","Polk",4198
"G4803770","1860","Texas","480","Presidio","3770","Presidio",4
"G4803870","1860","Texas","480","Red River","3870","Red River",3039
"G4803910","1860","Texas","480","Refugio","3910","Refugio",234
"G4803950","1860","Texas","480","Robertson","3950","Robertson",2258
"G4803990","1860","Texas","480","Runnels","3990","Runnels",
"G4804010","1860","Texas","480","Rusk","4010","Rusk",6132
"G4804030","1860","Texas","480","Sabine","4030","Sabine",1150
"G4804050","1860","Texas","480","San Augustine","4050","San Augustine",1717
"G4804090","1860","Texas","480","San Patricio","4090","San Patricio",95
"G4804110","1860","Texas","480","San Saba","4110","San Saba",89
"G4804170","1860","Texas","480","Shackelford","4170","Shackelford",9
"G4804190","1860","Texas","480","Shelby","4190","Shelby",1476
"G4804230","1860","Texas","480","Smith","4230","Smith",4982
"G4804270","1860","Texas","480","Starr","4270","Starr",6
"G4804390","1860","Texas","480","Tarrant","4390","Tarrant",850
"G4804410","1860","Texas","480","Taylor","4410","Taylor",
"G4804470","1860","Texas","480","Throckmorton","4470","Throckmorton",0
"G4804490","1860","Texas","480","Titus","4490","Titus",2438
"G4804530","1860","Texas","480","Travis","4530","Travis",3136
"G4804550","1860","Texas","480","Trinity","4550","Trinity",959
"G4804570","1860","Texas","480","Tyler","4570","Tyler",1148
"G4804590","1860","Texas","480","Upshur","4590","Upshur",3794
"G4804630","1860","Texas","480","Uvalde","4630","Uvalde",27
"G4804670","1860","Texas","480","Van Zandt","4670","Van Zandt",322
"G4804690","1860","Texas","480","Victoria","4690","Victoria",1413
"G4804710","1860","Texas","480","Walker","4710","Walker",4135
"G4804770","1860","Texas","480","Washington","4770","Washington",7941
"G4804790","1860","Texas","480","Webb","4790","Webb",0
"G4804810","1860","Texas","480","Wharton","4810","Wharton",2734
"G4804910","1860","Texas","480","Williamson","4910","Williamson",891
"G4804970","1860","Texas","480","Wise","4970","Wise",128
"G4804990","1860","Texas","480","Wood","4990","Wood",1005
"G4805030","1860","Texas","480","Young","5030","Young",92
"G4805050","1860","Texas","480","Zapata","5050","Zapata",0
"G4805070","1860","Texas","480","Zavala","5070","Zavala",0
"G4950015","1860","Utah Territory","495","Beaver","0015","Beaver",0
"G4950035","1860","Utah Territory","495","Box Elder","0035","Box Elder",0
"G4950055","1860","Utah Territory","495","Cache","0055","Cache",0
"G4950075","1860","Utah Territory","495","Carson","0075","Carson",
"G4950095","1860","Utah Territory","495","Cedar","0095","Cedar",0
"G4950115","1860","Utah Territory","495","Davis","0115","Davis",10
"G4950135","1860","Utah Territory","495","Deseret","0135","Deseret",
"G4950215","1860","Utah Territory","495","Greasewood","0215","Greasewood",
"G4950255","1860","Utah Territory","495","Green River","0255","Green River",0
"G4950275","1860","Utah Territory","495","Humboldt","0275","Humboldt",
"G4950295","1860","Utah Territory","495","Iron","0295","Iron",0
"G4950315","1860","Utah Territory","495","Juab","0315","Juab",0
"G4950375","1860","Utah Territory","495","Millard","0375","Millard",0
"G4950495","1860","Utah Territory","495","Salt Lake","0495","Salt Lake",19
"G4950535","1860","Utah Territory","495","Sanpete","0535","Sanpete",0
"G4950575","1860","Utah Territory","495","Shambip","0575","Shambip",0
"G4950595","1860","Utah Territory","495","Summit","0595","Summit",
"G4950605","1860","Utah Territory","495","St Marys","0605","St Marys",
"G4950615","1860","Utah Territory","495","Tooele","0615","Tooele",0
"G4950675","1860","Utah Territory","495","Utah","0675","Utah",0
"G4950695","1860","Utah Territory","495","Walade","0695","Walade",
"G4950735","1860","Utah Territory","495","Washington","0735","Washington",0
"G4950755","1860","Utah Territory","495","Weber","0755","Weber",0
"G5000010","1860","Vermont","500","Addison","0010","Addison",
"G5000030","1860","Vermont","500","Bennington","0030","Bennington",
"G5000050","1860","Vermont","500","Caledonia","0050","Caledonia",
"G5000070","1860","Vermont","500","Chittenden","0070","Chittenden",
"G5000090","1860","Vermont","500","Essex","0090","Essex",
"G5000110","1860","Vermont","500","Franklin","0110","Franklin",
"G5000130","1860","Vermont","500","Grand Isle","0130","Grand Isle",
"G5000150","1860","Vermont","500","Lamoille","0150","Lamoille",
"G5000170","1860","Vermont","500","Orange","0170","Orange",
"G5000190","1860","Vermont","500","Orleans","0190","Orleans",
"G5000210","1860","Vermont","500","Rutland","0210","Rutland",
"G5000230","1860","Vermont","500","Washington","0230","Washington",
"G5000250","1860","Vermont","500","Windham","0250","Windham",
"G5000270","1860","Vermont","500","Windsor","0270","Windsor",
"G5100010","1860","Virginia","510","Accomack","0010","Accomack",4507
"G5100030","1860","Virginia","510","Albemarle","0030","Albemarle",13916
"G5100035","1860","Virginia","510","Alexandria","0035","Alexandria",1386
"G5100050","1860","Virginia","510","Alleghany","0050","Alleghany",990
"G5100070","1860","Virginia","510","Amelia","0070","Amelia",7655
"G5100090","1860","Virginia","510","Amherst","0090","Amherst",6278
"G5100110","1860","Virginia","510","Appomattox","0110","Appomattox",4600
"G5100150","1860","Virginia","510","Augusta","0150","Augusta",5616
"G5100155","1860","Virginia","510","Barbour","0155","Barbour",95
"G5100170","1860","Virginia","510","Bath","0170","Bath",946
"G5100190","1860","Virginia","510","Bedford","0190","Bedford",10176
"G5100195","1860","Virginia","510","Berkeley","0195","Berkeley",1650
"G5100215","1860","Virginia","510","Boone","0215","Boone",158
"G5100230","1860","Virginia","510","Botetourt","0230","Botetourt",2769
"G5100233","1860","Virginia","510","Braxton","0233","Braxton",104
"G5100237","1860","Virginia","510","Brooke","0237","Brooke",18
"G5100250","1860","Virginia","510","Brunswick","0250","Brunswick",9146
"G5100270","1860","Virginia","510","Buchanan","0270","Buchanan",30
"G5100290","1860","Virginia","510","Buckingham","0290","Buckingham",8811
"G5100293","1860","Virginia","510","Cabell","0293","Cabell",305
"G5100297","1860","Virginia","510","Calhoun","0297","Calhoun",9
"G5100310","1860","Virginia","510","Campbell","0310","Campbell",11580
"G5100330","1860","Virginia","510","Caroline","0330","Caroline",10672
"G5100350","1860","Virginia","510","Carroll","0350","Carroll",262
"G5100360","1860","Virginia","510","Charles City","0360","Charles City",2947
"G5100370","1860","Virginia","510","Charlotte","0370","Charlotte",9238
"G5100410","1860","Virginia","510","Chesterfield","0410","Chesterfield",8354
"G5100430","1860","Virginia","510","Clarke","0430","Clarke",3375
"G5100435","1860","Virginia","510","Clay","0435","Clay",21
"G5100450","1860","Virginia","510","Craig","0450","Craig",420
"G5100470","1860","Virginia","510","Culpeper","0470","Culpeper",6675
"G5100490","1860","Virginia","510","Cumberland","0490","Cumberland",6705
"G5100530","1860","Virginia","510","Dinwiddie","0530","Dinwiddie",12774
"G5100533","1860","Virginia","510","Doddridge","0533","Doddridge",34
"G5100550","1860","Virginia","510","Elizabeth City","0550","Elizabeth City",2417
"G5100570","1860","Virginia","510","Essex","0570","Essex",6696
"G5100590","1860","Virginia","510","Fairfax","0590","Fairfax",3116
"G5100610","1860","Virginia","510","Fauquier","0610","Fauquier",10455
"G5100615","1860","Virginia","510","Fayette","0615","Fayette",271
"G5100630","1860","Virginia","510","Floyd","0630","Floyd",475
"G5100650","1860","Virginia","510","Fluvanna","0650","Fluvanna",4994
"G5100670","1860","Virginia","510","Franklin","0670","Franklin",6351
"G5100690","1860","Virginia","510","Frederick","0690","Frederick",2259
"G5100710","1860","Virginia","510","Giles","0710","Giles",778
"G5100715","1860","Virginia","510","Gilmer","0715","Gilmer",52
"G5100730","1860","Virginia","510","Gloucester","0730","Gloucester",5736
"G5100750","1860","Virginia","510","Goochland","0750","Goochland",6139
"G5100770","1860","Virginia","510","Grayson","0770","Grayson",547
"G5100775","1860","Virginia","510","Greenbrier","0775","Greenbrier",1525
"G5100790","1860","Virginia","510","Greene","0790","Greene",1984
"G5100810","1860","Virginia","510","Greensville","0810","Greensville",4167
"G5100830","1860","Virginia","510","Halifax","0830","Halifax",14897
"G5100833","1860","Virginia","510","Hampshire","0833","Hampshire",1213
"G5100837","1860","Virginia","510","Hancock","0837","Hancock",2
"G5100850","1860","Virginia","510","Hanover","0850","Hanover",9483
"G5100853","1860","Virginia","510","Hardy","0853","Hardy",1073
"G5100857","1860","Virginia","510","Harrison","0857","Harrison",582
"G5100870","1860","Virginia","510","Henrico","0870","Henrico",20041
"G5100890","1860","Virginia","510","Henry","0890","Henry",5018
"G5100910","1860","Virginia","510","Highland","0910","Highland",402
"G5100930","1860","Virginia","510","Isle Of Wight","0930","Isle Of Wight",3570
"G5100935","1860","Virginia","510","Jackson","0935","Jackson",55
"G5100950","1860","Virginia","510","James City","0950","James City",2586
"G5100953","1860","Virginia","510","Jefferson","0953","Jefferson",3960
"G5100957","1860","Virginia","510","Kanawha","0957","Kanawha",2184
"G5100970","1860","Virginia","510","King And Queen","0970","King And Queen",6139
"G5100990","1860","Virginia","510","King George","0990","King George",3673
"G5101010","1860","Virginia","510","King William","1010","King William",5525
"G5101030","1860","Virginia","510","Lancaster","1030","Lancaster",2869
"G5101050","1860","Virginia","510","Lee","1050","Lee",824
"G5101053","1860","Virginia","510","Lewis","1053","Lewis",230
"G5101057","1860","Virginia","510","Logan","1057","Logan",148
"G5101070","1860","Virginia","510","Loudoun","1070","Loudoun",5501
"G5101090","1860","Virginia","510","Louisa","1090","Louisa",10194
"G5101110","1860","Virginia","510","Lunenburg","1110","Lunenburg",7305
"G5101130","1860","Virginia","510","Madison","1130","Madison",4397
"G5101133","1860","Virginia","510","Marion","1133","Marion",63
"G5101135","1860","Virginia","510","Marshall","1135","Marshall",29
"G5101137","1860","Virginia","510","Mason","1137","Mason",376
"G5101150","1860","Virginia","510","Mathews","1150","Matthews",3008
"G5101155","1860","Virginia","510","McDowell","1155","Mcdowell",0
"G5101170","1860","Virginia","510","Mecklenburg","1170","Mecklenburg",12420
"G5101175","1860","Virginia","510","Mercer","1175","Mercer",362
"G5101190","1860","Virginia","510","Middlesex","1190","Middlesex",2375
"G5101193","1860","Virginia","510","Monongalia","1193","Monongalia",101
"G5101197","1860","Virginia","510","Monroe","1197","Monroe",1114
"G5101210","1860","Virginia","510","Montgomery","1210","Montgomery",2219
"G5101215","1860","Virginia","510","Morgan","1215","Morgan",94
"G5101230","1860","Virginia","510","Nansemond","1230","Nansemond",5481
"G5101250","1860","Virginia","510","Nelson","1250","Nelson",6238
"G5101270","1860","Virginia","510","New Kent","1270","New Kent",3374
"G5101275","1860","Virginia","510","Nicholas","1275","Nicholas",154
"G5101290","1860","Virginia","510","Norfolk","1290","Norfolk",9004
"G5101310","1860","Virginia","510","Northampton","1310","Northampton",3872
"G5101330","1860","Virginia","510","Northumberland","1330","Northumberland",3439
"G5101350","1860","Virginia","510","Nottoway","1350","Nottoway",6468
"G5101355","1860","Virginia","510","Ohio","1355","Ohio",100
"G5101370","1860","Virginia","510","Orange","1370","Orange",6111
"G5101390","1860","Virginia","510","Page","1390","Page",850
"G5101410","1860","Virginia","510","Patrick","1410","Patrick",2070
"G5101415","1860","Virginia","510","Pendleton","1415","Pendleton",244
"G5101430","1860","Virginia","510","Pittsylvania","1430","Pittsylvania",14340
"G5101433","1860","Virginia","510","Pleasants","1433","Pleasants",15
"G5101437","1860","Virginia","510","Pocahontas","1437","Pocahontas",252
"G5101450","1860","Virginia","510","Powhatan","1450","Powhatan",5403
"G5101455","1860","Virginia","510","Preston","1455","Preston",67
"G5101470","1860","Virginia","510","Prince Edward","1470","Prince Edward",7341
"G5101490","1860","Virginia","510","Prince George","1490","Prince George",4997
"G5101510","1860","Virginia","510","Princess Anne","1510","Princess Anne",3186
"G5101530","1860","Virginia","510","Prince William","1530","Prince William",2356
"G5101550","1860","Virginia","510","Pulaski","1550","Pulaski",1589
"G5101553","1860","Virginia","510","Putnam","1553","Putnam",580
"G5101555","1860","Virginia","510","Raleigh","1555","Raleigh",57
"G5101557","1860","Virginia","510","Randolph","1557","Randolph",183
"G5101570","1860","Virginia","510","Rappahannock","1570","Rappahannock",3520
"G5101590","1860","Virginia","510","Richmond","1590","Richmond",2466
"G5101593","1860","Virginia","510","Ritchie","1593","Ritchie",38
"G5101597","1860","Virginia","510","Roane","1597","Roane",72
"G5101610","1860","Virginia","510","Roanoke","1610","Roanoke",2643
"G5101630","1860","Virginia","510","Rockbridge","1630","Rockbridge",3985
"G5101650","1860","Virginia","510","Rockingham","1650","Rockingham",2387
"G5101670","1860","Virginia","510","Russell","1670","Russell",1099
"G5101690","1860","Virginia","510","Scott","1690","Scott",490
"G5101710","1860","Virginia","510","Shenandoah","1710","Shenandoah",753
"G5101730","1860","Virginia","510","Smyth","1730","Smyth",1037
"G5101750","1860","Virginia","510","Southampton","1750","Southampton",5408
"G5101770","1860","Virginia","510","Spotsylvania","1770","Spotsylvania",7786
"G5101790","1860","Virginia","510","Stafford","1790","Stafford",3314
"G5101810","1860","Virginia","510","Surry","1810","Surry",2515
"G5101830","1860","Virginia","510","Sussex","1830","Sussex",6384
"G5101835","1860","Virginia","510","Taylor","1835","Taylor",112
"G5101850","1860","Virginia","510","Tazewell","1850","Tazewell",1202
"G5101853","1860","Virginia","510","Tucker","1853","Tucker",20
"G5101855","1860","Virginia","510","Tyler","1855","Tyler",18
"G5101857","1860","Virginia","510","Upshur","1857","Upshur",212
"G5101870","1860","Virginia","510","Warren","1870","Warren",1575
"G5101890","1860","Virginia","510","Warwick","1890","Warwick",1019
"G5101910","1860","Virginia","510","Washington","1910","Washington",2547
"G5101913","1860","Virginia","510","Wayne","1913","Wayne",143
"G5101917","1860","Virginia","510","Webster","1917","Webster",3
"G5101930","1860","Virginia","510","Westmoreland","1930","Westmoreland",3704
"G5101933","1860","Virginia","510","Wetzel","1933","Wetzel",10
"G5101937","1860","Virginia","510","Wirt","1937","Wirt",23
"G5101950","1860","Virginia","510","Wise","1950","Wise",66
"G5101953","1860","Virginia","510","Wood","1953","Wood",176
"G5101957","1860","Virginia","510","Wyoming","1957","Wyoming",64
"G5101970","1860","Virginia","510","Wythe","1970","Wythe",2162
"G5101990","1860","Virginia","510","York","1990","York",1925
"G5350015","1860","Washington Territory","535","Chihallis","0015","Chihallis",
"G5350035","1860","Washington Territory","535","Clallam","0035","Clallam",
"G5350055","1860","Washington Territory","535","Clark","0055","Clark",
"G5350095","1860","Washington Territory","535","Cowlitz","0095","Cowlitz",
"G5350115","1860","Washington Territory","535","Island","0115","Island",
"G5350135","1860","Washington Territory","535","Jefferson","0135","Jefferson",
"G5350155","1860","Washington Territory","535","King","0155","King",
"G5350175","1860","Washington Territory","535","Kitsap","0175","Kitsap",
"G5350195","1860","Washington Territory","535","Klikatat","0195","Klikatat",
"G5350215","1860","Washington Territory","535","Lewis","0215","Lewis",
"G5350255","1860","Washington Territory","535","Pacific","0255","Pacific",
"G5350275","1860","Washington Territory","535","Pierce","0275","Pierce",
"G5350355","1860","Washington Territory","535","Skamania","0355","Skamania",
"G5350375","1860","Washington Territory","535","Sawamish","0375","Sawamish",
"G5350415","1860","Washington Territory","535","Spokane","0415","Spokane",
"G5350455","1860","Washington Territory","535","Thurston","0455","Thurston",
"G5350475","1860","Washington Territory","535","Wahkiakum","0475","Wahkiakum",
"G5350495","1860","Washington Territory","535","Walla Walla","0495","Walla Walla",
